#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
1891114972757917, 0, -0.3151284, -0.2300007, 0.2793446, 4.1153920, 8.4747766, -8.4993256
1891114982720917, 0, -0.5904881, -0.1627724, 0.0716044, 4.1173380, 8.7310437, -7.6029895
1891114992682917, 0, -0.7495379, -0.0449265, -0.0696502, 3.2102243, 8.9690488, -6.5997757
1891115002645917, 0, -0.8006034, 0.0207258, -0.0807731, 1.7383351, 8.8591772, -5.7118222
1891115012607917, 0, -0.7608084, 0.0029263, -0.0015510, 0.4379892, 8.6823949, -4.9301477
1891115022570917, 0, -0.6343543, -0.0625041, 0.1263966, -0.2899471, 8.6882327, -4.2203238
1891115032532917, 0, -0.4454552, -0.1124424, 0.2443682, -0.4224216, 8.8383705, -3.6413278
1891115042495917, 0, -0.2552150, -0.1162901, 0.2957800, 0.0823288, 9.0887997, -3.2892599
1891115052457917, 0, -0.1128312, -0.1219611, 0.2620583, 0.8167017, 9.2554033, -3.2799792
1891115062420917, 0, -0.0290436, -0.1572072, 0.1722682, 1.3771362, 9.1220306, -3.3093182
1891115072382917, 0, 0.0063916, -0.1900445, 0.0692507, 1.5745757, 8.7801416, -3.2162119
1891115082345917, 0, 0.0045561, -0.2008484, -0.0362627, 1.5521223, 8.3729883, -3.0117371
1891115092307917, 0, -0.0340887, -0.1830092, -0.1277228, 1.4292279, 7.9004210, -2.9023146
1891115102270917, 0, -0.0924335, -0.1319692, -0.1874474, 1.1716136, 7.3524106, -2.8541148
1891115112233917, 0, -0.1461402, -0.0617443, -0.2149549, 0.8973839, 6.7936226, -2.7431955
1891115122195917, 0, -0.1749423, 0.0027204, -0.2347648, 0.7574249, 6.2749512, -2.7047255
1891115132158917, 0, -0.1722628, 0.0250899, -0.2614026, 0.6399193, 5.8064255, -2.7122099
1891115142120917, 0, -0.1520327, 0.0151086, -0.2872232, 0.4866380, 5.3603531, -2.7376570
1891115152083917, 0, -0.1165362, -0.0235368, -0.2982493, 0.2357597, 4.9299980, -2.8135492
1891115162045917, 0, -0.0800280, -0.0595869, -0.2828884, -0.0700543, 4.6026288, -2.9731174
1891115172008917, 0, -0.0648994, -0.0688193, -0.2576310, -0.3126997, 4.4381209, -3.1811847
1891115181970917, 0, -0.0763803, -0.0552356, -0.2257181, -0.4589456, 4.4797343, -3.3822166
1891115191933917, 0, -0.1096865, -0.0355279, -0.1917191, -0.5049001, 4.6530739, -3.5790573
1891115201895917, 0, -0.1487634, 0.0085538, -0.1466781, -0.4336482, 4.7830037, -3.6311490
1891115211859375, 0, -0.2068733, 0.0841937, -0.1060042, -0.0905617, 4.8749126, -3.6907251
1891115221821375, 0, -0.2536136, 0.1320805, -0.0809633, 0.2972818, 5.0313373, -3.8008960
1891115231784375, 0, -0.2671545, 0.1329865, -0.0802115, 0.5686674, 5.2964360, -3.9267842
1891115241746375, 0, -0.2511569, 0.0797031, -0.1008113, 0.6318361, 5.7890616, -4.1026685
1891115251709375, 0, -0.2188032, -0.0281864, -0.1225182, 0.5477110, 6.2957579, -4.2276585
1891115261671375, 0, -0.1742687, -0.1581209, -0.1350436, 0.3938310, 6.7539551, -4.2800496
1891115271634375, 0, -0.1325548, -0.2074102, -0.1336403, 0.2029779, 7.1777238, -4.1929308
1891115281596375, 0, -0.1005801, -0.1468033, -0.1172039, 0.0188608, 7.6205031, -4.1281155
1891115291559375, 0, -0.0898875, -0.0699450, -0.0850552, -0.1764830, 8.0391824, -4.3433679
1891115301521375, 0, -0.0863895, -0.0337894, -0.0382726, -0.3900888, 8.3213457, -4.6410988
1891115311484375, 0, -0.0675356, -0.0094193, 0.0163095, -0.4698729, 8.6579956, -4.8918274
1891115321446375, 0, -0.0236316, -0.0163968, 0.0647193, -0.3694318, 9.0022797, -4.9725096
1891115331409375, 0, 0.0400747, 0.0401328, 0.0885022, -0.1293311, 9.3036031, -5.0772917
1891115341371375, 0, 0.0565621, -0.0088153, 0.0921728, 0.2080673, 9.8474222, -5.8853114
1891115351334375, 0, 0.0571663, -0.1223384, 0.0554044, 0.5989046, 10.0538429, -6.0206300
1891115361296375, 0, 0.0620833, -0.1867893, -0.0295286, 1.0141411, 10.3229832, -5.8218434
1891115371259375, 0, 0.0753443, -0.1969085, -0.1231752, 1.1365865, 10.6026018, -5.8812698
1891115381221375, 0, 0.0284750, -0.1947642, -0.2085686, 0.9535172, 10.8741371, -6.5306195
1891115391184375, 0, -0.0600692, -0.2833121, -0.2625693, 0.6243517, 10.7534880, -6.7581464
1891115401146375, 0, -0.0998757, -0.3038962, -0.2986269, 0.3459306, 10.4719235, -5.8896524
1891115411109375, 0, -0.0566630, -0.2679119, -0.3158602, -0.0859213, 10.5791006, -4.8909293
1891115421071375, 0, 0.0118388, -0.0128607, -0.2914047, -0.7587721, 10.8898544, -4.9563432
1891115431034375, 0, -0.1841866, 0.1952542, -0.2177763, -1.5172449, 12.0746407, -8.4285228
1891115440996375, 0, -0.5541245, -0.2109828, -0.0861051, -1.8089882, 12.1860091, -10.4472249
1891115450959375, 0, -0.6874423, -0.3166800, -0.0107056, -1.2889696, 11.0253227, -7.7083704
1891115460921375, 0, -0.6527181, -0.1993584, 0.0533761, -0.5087920, 11.5734828, -6.4399081
1891115470884375, 0, -0.5542664, -0.2266390, 0.0679684, 0.2363585, 11.7734669, -6.0065593
1891115480846375, 0, -0.3970352, -0.3086015, -0.0328647, 0.8951385, 11.5932417, -4.7410909
1891115490809375, 0, -0.1347022, -0.2946458, -0.1846007, 0.8858578, 11.2371323, -2.8481273
1891115500771375, 0, 0.1196702, -0.0593683, -0.2646548, -0.1594185, 11.4350208, -2.5429120
1891115510734375, 0, 0.2560089, -0.0006064, -0.2536629, -1.6911832, 11.7802029, -3.3488361
1891115520696375, 0, 0.2820738, 0.1350486, -0.1985536, -2.9458740, 11.7757123, -3.3356635
1891115530659375, 0, 0.1426059, 0.3129028, -0.0630413, -3.7962556, 11.9920125, -4.5972400
1891115540621375, 0, -0.0470884, 0.4262096, 0.1079693, -3.7134778, 11.5372581, -5.4916301
1891115550584375, 0, -0.1882397, 0.4878765, 0.2446478, -2.8514204, 10.9172475, -5.3130515
1891115560546375, 0, -0.2657100, 0.5154604, 0.2941419, -1.6214282, 10.4410876, -4.6982799
1891115570509375, 0, -0.2951382, 0.4703449, 0.2369859, -0.4754114, 10.2845132, -4.3403741
1891115580472375, 0, -0.2879452, 0.3407360, 0.1155924, 0.2058220, 10.2481389, -4.1376956
1891115590434375, 0, -0.2695425, 0.1869398, -0.0235858, 0.4062552, 10.1723964, -3.9432500
1891115600397375, 0, -0.2364293, 0.0128055, -0.1482829, 0.0892145, 10.1295854, -3.7610788
1891115610359375, 0, -0.1748504, -0.1410684, -0.2235931, -0.6411168, 10.0430653, -3.3290771
1891115620322375, 0, -0.1009189, -0.2203121, -0.2262965, -1.4980847, 9.8812518, -2.8892917
1891115630284375, 0, -0.0556169, -0.2343502, -0.1700852, -2.1862038, 9.7689853, -2.8223808
1891115640247375, 0, -0.0446399, -0.1960451, -0.0962706, -2.4613316, 9.6022321, -2.7529253
1891115650209375, 0, -0.0456207, -0.0772306, -0.0349974, -2.3986121, 9.2926758, -2.4366330
1891115660172375, 0, -0.0351393, 0.0913715, 0.0008016, -2.0692969, 9.0124585, -2.0321741
1891115670134375, 0, -0.0166112, 0.2446359, 0.0007899, -1.4964381, 8.5997667, -1.8130298
1891115680097375, 0, 0.0121264, 0.3682001, -0.0383953, -1.0156380, 8.1789917, -1.7833914
1891115690059375, 0, 0.0471603, 0.4524980, -0.0768514, -0.8002359, 7.7312727, -1.8095869
1891115700022375, 0, 0.0780921, 0.4993832, -0.0880960, -0.8848100, 7.2257739, -2.0011885
1891115709984375, 0, 0.1101824, 0.5154133, -0.0676158, -0.9668394, 6.6747697, -2.1353096
1891115719947375, 0, 0.1399211, 0.5179116, -0.0287062, -0.8746312, 6.1623853, -2.2311104
1891115729909375, 0, 0.1645812, 0.5102635, 0.0026696, -0.5972580, 5.8490868, -2.3701712
1891115739872375, 0, 0.1816489, 0.4914632, 0.0209844, -0.2372566, 5.7076309, -2.5183630
1891115749834375, 0, 0.1767772, 0.4698562, 0.0162565, 0.1956432, 5.6395226, -2.6912535
1891115759797375, 0, 0.1617356, 0.4555734, -0.0262582, 0.6331833, 5.6755975, -2.8912376
1891115769759375, 0, 0.1464597, 0.4252152, -0.0817700, 0.8062234, 5.6212605, -3.0653256
1891115779722375, 0, 0.1253483, 0.3595299, -0.1364875, 0.7173083, 5.4887860, -3.2675551
1891115789684375, 0, 0.0965220, 0.2973510, -0.1822409, 0.4965175, 5.4211267, -3.3919464
1891115799647375, 0, 0.0562787, 0.2683896, -0.2217111, 0.2329156, 5.3775673, -3.4858012
1891115809609375, 0, 0.0028163, 0.2883330, -0.2480793, -0.0372725, 5.4792059, -3.5819014
1891115819572375, 0, -0.0615576, 0.3354675, -0.2608734, -0.3162923, 5.6031482, -3.6794984
1891115829534375, 0, -0.1396655, 0.4043936, -0.2660517, -0.5882767, 5.7377184, -3.7869749
1891115839497375, 0, -0.2345627, 0.4730925, -0.2590052, -0.7255412, 5.9938358, -3.9839653
1891115849459375, 0, -0.3311161, 0.5262989, -0.2647888, -0.7812254, 6.3405148, -4.1885898
1891115859422375, 0, -0.4037166, 0.5473435, -0.2921562, -0.8602611, 6.9067873, -4.2092468
1891115869384375, 0, -0.4510385, 0.5089138, -0.3123299, -0.9761201, 7.4919205, -4.2062531
1891115879347375, 0, -0.4710378, 0.4460757, -0.3169463, -1.0057585, 7.9123961, -4.1519160
1891115889309375, 0, -0.4462174, 0.4116469, -0.3005284, -0.9874965, 8.2623683, -3.7414696
1891115899272375, 0, -0.3711080, 0.4332143, -0.2549657, -0.9882449, 8.7120332, -3.3908986
1891115909234375, 0, -0.2734145, 0.4745884, -0.1848188, -0.8777747, 9.2488170, -3.6103423
1891115919197375, 0, -0.2029467, 0.4267843, -0.1232202, -0.4721182, 9.7818585, -4.5333229
1891115929159375, 0, -0.1364971, 0.2062397, -0.0920532, 0.0333806, 10.0788409, -5.1633627
1891115939122375, 0, -0.0177806, -0.0615832, -0.0845628, 0.3594026, 10.2256856, -4.6770241
1891115949084375, 0, 0.1588996, -0.2701521, -0.0651526, 0.4911287, 10.4226759, -4.1679327
1891115959047375, 0, 0.3222196, -0.3869536, -0.0472250, 0.4773573, 10.8139622, -4.2766068
1891115969009375, 0, 0.4346516, -0.4449796, -0.0304498, 0.2996768, 11.1780052, -4.2104443
1891115978972375, 0, 0.5078840, -0.4254826, -0.0150490, 0.0179626, 11.3291908, -3.7094362
1891115988934375, 0, 0.5808234, -0.3246276, 0.0379378, -0.5105882, 11.4880106, -3.0864317
1891115998897375, 0, 0.6677170, -0.1204537, 0.1408975, -1.2451108, 11.7466727, -3.1656171
1891116008859375, 0, 0.5063476, -0.0074784, 0.2695124, -2.1070184, 12.8320656, -7.6766364
1891116018822375, 0, 0.1260589, -0.3871283, 0.3506747, -1.8179695, 13.3778307, -9.2516611
1891116028784375, 0, -0.0422130, -0.4439010, 0.2708752, -0.4096980, 12.4041055, -5.3527190
1891116038747375, 0, -0.0727530, -0.3539932, 0.1992170, -0.0859213, 13.2336804, -6.1655287
1891116048709375, 0, -0.0206557, -0.4532583, 0.1594166, -0.1008902, 13.5239268, -6.1972627
1891116058672375, 0, 0.1274453, -0.4728051, 0.0976222, 0.0214055, 13.1199170, -4.4390190
1891116068634375, 0, 0.2993068, -0.4745108, 0.0983141, -0.3989204, 13.0395341, -3.9070253
1891116078597375, 0, 0.4916632, -0.4723990, 0.1867648, -0.9493259, 12.7192003, -3.1609767
1891116088559375, 0, 0.6932189, -0.3679879, 0.2991862, -1.1708652, 12.4392824, -2.3550526
1891116098522375, 0, 0.7848109, -0.2211183, 0.3922498, -0.9560619, 12.4141347, -3.2003448
1891116108484375, 0, 0.6591148, -0.1751377, 0.4355573, -0.1164578, 12.5201143, -5.3087105
1891116118447375, 0, 0.3568114, -0.1593036, 0.3738516, 1.1334430, 12.3109991, -6.7741631
1891116128409375, 0, -0.0256071, -0.1391640, 0.2477163, 2.3258633, 11.6400943, -7.3124437
1891116138372375, 0, -0.3737560, -0.1212026, 0.1009096, 3.0335916, 10.6434668, -6.9344797
1891116148334375, 0, -0.6179410, -0.1016747, -0.0210842, 3.1314880, 9.6748311, -6.1935205
1891116158297375, 0, -0.7461416, -0.0966349, -0.0781944, 2.5680597, 8.9379135, -5.5384827
1891116168259375, 0, -0.7604318, -0.1190127, -0.0694702, 1.6434325, 8.5303111, -4.8633865
1891116178222375, 0, -0.6827405, -0.1359823, 0.0010677, 0.7012917, 8.3723895, -4.1444316
1891116188184375, 0, -0.5322580, -0.1241739, 0.1200422, -0.0874182, 8.3755330, -3.4548157
1891116198147375, 0, -0.3526561, -0.1308579, 0.2697007, -0.4456233, 8.3891547, -2.8930339
1891116208109167, 0, -0.1785535, -0.1620432, 0.3939367, -0.2763254, 8.3238904, -2.8349547
1891116218072167, 0, -0.0203186, -0.2048096, 0.4683547, 0.1697470, 8.3626598, -2.8354037
1891116228034167, 0, 0.1146225, -0.2680051, 0.4782238, 0.7081773, 8.4636996, -2.7710376
1891116237997167, 0, 0.2154087, -0.3440586, 0.4249625, 1.2644206, 8.4514252, -2.8196864
1891116247959167, 0, 0.2774740, -0.4050452, 0.3261571, 1.6377443, 8.3170047, -2.7340645
1891116257922167, 0, 0.3042315, -0.4508007, 0.2191079, 1.7145346, 7.9820013, -2.6333240
1891116267884167, 0, 0.3079703, -0.4816740, 0.1390974, 1.4679973, 7.5351805, -2.6479935
1891116277847167, 0, 0.2966354, -0.4908733, 0.0822206, 1.1258089, 7.0296817, -2.6343718
1891116287809167, 0, 0.2635421, -0.4744232, 0.0452495, 0.7560777, 6.4994843, -2.6620642
1891116297772167, 0, 0.2138880, -0.4256919, 0.0201069, 0.3796106, 6.0028171, -2.7604097
1891116307734167, 0, 0.1501794, -0.3632424, 0.0096167, 0.0208067, 5.5107903, -2.8997699
1891116317697167, 0, 0.0799771, -0.3075903, 0.0113594, -0.3113525, 5.1135164, -3.1350806
1891116327659167, 0, 0.0187803, -0.2824184, 0.0332839, -0.5954617, 4.7527666, -3.4018259
1891116337622167, 0, -0.0302738, -0.2888315, 0.0684121, -0.6740483, 4.4491978, -3.5313066
1891116347584167, 0, -0.0702579, -0.2932694, 0.0895365, -0.4384383, 4.3313928, -3.5524127
1891116357547167, 0, -0.1016856, -0.3027492, 0.0972813, -0.1450484, 4.2587938, -3.6048038
1891116367509167, 0, -0.1223699, -0.3116857, 0.0970379, 0.0573308, 4.2583447, -3.5986665
1891116377472167, 0, -0.1282682, -0.3373053, 0.0830933, 0.1782793, 4.4683580, -3.6908748
1891116387434167, 0, -0.1430983, -0.3734159, 0.0648333, 0.2996768, 4.8051576, -3.8335281
1891116397397167, 0, -0.1767865, -0.4029741, 0.0411371, 0.3827541, 5.1997371, -4.1117995
1891116407359167, 0, -0.2236754, -0.4053592, 0.0215096, 0.3906876, 5.6468573, -4.3536964
1891116417322167, 0, -0.2464023, -0.3674342, 0.0134167, 0.2763254, 6.2200154, -4.3228606
1891116427284167, 0, -0.2633589, -0.3133491, 0.0213929, 0.2374063, 6.7464706, -4.1938289
1891116437247167, 0, -0.2829441, -0.2408723, 0.0003334, 0.3926335, 7.2464310, -4.1670346
1891116447209167, 0, -0.2958466, -0.1372782, -0.0590668, 0.5159770, 7.7853104, -4.1514670
1891116457172167, 0, -0.2948218, -0.0040171, -0.1362689, 0.4010161, 8.3939447, -4.1179367
1891116467134167, 0, -0.2895639, 0.1253710, -0.1978060, 0.1399590, 8.9425539, -4.0652463
1891116477097167, 0, -0.2816146, 0.2257676, -0.2313427, -0.2267784, 9.3115366, -4.0885977
1891116487059167, 0, -0.2444417, 0.3278996, -0.2128542, -0.7050339, 9.5023897, -4.1296124
1891116497022167, 0, -0.1833245, 0.4264869, -0.1436933, -1.0609937, 9.6769267, -4.3596840
1891116506984167, 0, -0.1481517, 0.5431352, -0.0685538, -1.0521620, 10.0270486, -5.1946477
1891116516947167, 0, -0.1420301, 0.5351700, -0.0042041, -0.7943980, 10.4527634, -5.7523878
1891116526909167, 0, -0.1319045, 0.5158479, 0.0179361, -0.2284250, 10.4954247, -5.4362453
1891116536872167, 0, -0.1064383, 0.4917253, 0.0051482, 0.4665797, 10.5186264, -5.2521281
1891116546834167, 0, -0.0940027, 0.5036871, -0.0396310, 1.1003618, 10.6627766, -5.5170772
1891116556797167, 0, -0.1314400, 0.4038537, -0.0959180, 1.5015276, 10.8982370, -6.1345432
1891116566759167, 0, -0.1559283, 0.2216813, -0.1805882, 1.7082477, 10.8823700, -5.6288947
1891116576722167, 0, -0.0717421, 0.1293061, -0.2652072, 1.4259348, 10.9626031, -4.2138872
1891116586684167, 0, 0.1065014, 0.1627090, -0.3063466, 0.5486092, 11.2571906, -2.9698242
1891116596647167, 0, 0.1941096, 0.5485550, -0.2836021, -0.6062393, 11.9433636, -4.1785606
1891116606609167, 0, -0.1644236, 0.6213980, -0.1898581, -1.5623012, 13.4902469, -9.5913048
1891116616572167, 0, -0.5132335, 0.0803425, -0.0444308, -1.6926801, 12.8470345, -8.5838997
1891116626534167, 0, -0.5127525, 0.0981103, 0.0326482, -0.9430389, 11.5886014, -4.9993039
1891116636497167, 0, -0.3544590, 0.2082190, 0.1366497, -0.2829117, 12.5338857, -5.1096245
1891116646459167, 0, -0.1131095, 0.0544904, 0.2304734, 0.2347119, 12.5870251, -4.0490799
1891116656422167, 0, 0.1924877, -0.1034617, 0.1848884, 0.8726852, 12.3186333, -2.4255560
1891116666384167, 0, 0.4636753, -0.1661394, 0.0450474, 1.2234059, 12.7106680, -1.9955003
1891116676347167, 0, 0.6199711, -0.1685259, -0.1039285, 0.9955797, 13.0976134, -2.7997778
1891116686309167, 0, 0.6257784, -0.1860010, -0.2210530, 0.3379971, 13.1187195, -4.0130049
1891116696272167, 0, 0.5245519, -0.2003336, -0.2842402, -0.4822971, 12.6730962, -4.8005173
1891116706234167, 0, 0.3715096, -0.1472683, -0.2871945, -1.1481125, 11.9324364, -5.3768188
1891116716197167, 0, 0.2049015, -0.1175253, -0.2419309, -1.5325131, 11.0607990, -5.7724461
1891116726159167, 0, 0.0692401, -0.1123204, -0.1980694, -1.3612692, 10.2018851, -5.4528607
1891116736122167, 0, 0.0035857, -0.0986776, -0.2179086, -0.7173083, 9.6124109, -4.8630872
1891116746084167, 0, -0.0006418, -0.0977404, -0.2859252, -0.3129991, 9.2923764, -4.4644661
1891116756047167, 0, 0.0031300, -0.1219576, -0.3655343, -0.4653822, 9.1634944, -4.3593846
1891116766009167, 0, -0.0173681, -0.1859544, -0.4197565, -0.9394464, 9.0868538, -4.3156755
1891116775972167, 0, -0.0401597, -0.2270534, -0.4261540, -1.5317647, 8.9317763, -4.0607556
1891116785934167, 0, -0.0601366, -0.2042453, -0.3987940, -2.0228934, 8.8780380, -3.8372704
1891116795897167, 0, -0.0593384, -0.1913550, -0.3405187, -2.4010071, 8.7629274, -3.5570531
1891116805859167, 0, -0.0201348, -0.1706615, -0.2598428, -2.5879683, 8.5380949, -3.1313383
1891116815822167, 0, 0.0445866, -0.1399219, -0.1766565, -2.5650659, 8.4250800, -2.6906548
1891116825784167, 0, 0.1062061, -0.1170278, -0.1056681, -2.4438181, 8.2921564, -2.5224046
1891116835747167, 0, 0.1460904, -0.1028566, -0.0422468, -2.2607487, 8.1614781, -2.4848328
1891116845709167, 0, 0.1752000, -0.0619891, 0.0053857, -2.0823198, 7.9258681, -2.3885829
1891116855672167, 0, 0.1939737, -0.0149616, 0.0532733, -1.9152672, 7.5115297, -2.3183789
1891116865634167, 0, 0.1962947, 0.0286966, 0.1078716, -1.7459692, 7.0100725, -2.4228616
1891116875597167, 0, 0.1876293, 0.0512555, 0.1570378, -1.5646962, 6.5172972, -2.6258395
1891116885559167, 0, 0.1573380, 0.0727408, 0.1954592, -1.3223502, 6.0784099, -2.7863058
1891116895522167, 0, 0.1096519, 0.1113468, 0.2182349, -1.0773097, 5.7217017, -2.9312045
1891116905484167, 0, 0.0554872, 0.1619585, 0.2308130, -0.9342073, 5.3849020, -3.0135333
1891116915447167, 0, -0.0043146, 0.2006263, 0.2397940, -0.8563692, 5.0569341, -3.0924193
1891116925409167, 0, -0.0766871, 0.2134785, 0.2396741, -0.6412665, 4.8473698, -3.2123199
1891116935372167, 0, -0.1419750, 0.1900363, 0.2217228, -0.4129912, 4.6786707, -3.3498839
1891116945334167, 0, -0.1917846, 0.1634720, 0.1980430, -0.2231859, 4.5237428, -3.3187486
1891116955297167, 0, -0.2283679, 0.1602373, 0.1781788, -0.1338217, 4.5539799, -3.2569272
1891116965259167, 0, -0.2518764, 0.1646475, 0.1632885, -0.1335223, 4.6937892, -3.2795302
1891116975222167, 0, -0.2661909, 0.1547478, 0.1465974, -0.1297801, 5.0620235, -3.2941997
1891116985184167, 0, -0.2648697, 0.1327770, 0.1391693, -0.2323169, 5.4566029, -3.3064742
1891116995147167, 0, -0.2521529, 0.1367746, 0.1533544, -0.4302054, 5.9451869, -3.3518298
1891117005109167, 0, -0.2357023, 0.1365613, 0.1828633, -0.5420229, 6.5771727, -3.5311569
1891117015072167, 0, -0.1943522, 0.1134709, 0.2052493, -0.5631290, 7.2387968, -3.5441798
1891117025034167, 0, -0.1472614, 0.0420212, 0.2159051, -0.4888834, 7.8258760, -3.5072067
1891117034997167, 0, -0.1112591, -0.0419176, 0.2309403, -0.3996689, 8.4017285, -3.6917729
1891117044959167, 0, -0.0750117, -0.1015080, 0.2356320, -0.2640509, 8.9486911, -3.6747084
1891117054922167, 0, -0.0066411, -0.0904372, 0.2325406, -0.1660048, 9.3853331, -3.2058833
1891117064884167, 0, 0.0949047, -0.0203050, 0.2163262, -0.2932402, 9.9171771, -3.1307396
1891117074847167, 0, 0.1976249, 0.0534145, 0.1917303, -0.5049001, 10.5112917, -3.6556979
1891117084809167, 0, 0.2458489, 0.0430258, 0.1725092, -0.6921606, 10.8796756, -4.5041336
1891117094772167, 0, 0.2302969, -0.0556598, 0.1558253, -0.6533913, 11.0121501, -5.1031879
1891117104734167, 0, 0.2040157, -0.1282136, 0.1333229, -0.4514612, 10.8858128, -4.9635283
1891117114697167, 0, 0.2130910, -0.1090615, 0.1104557, -0.2833607, 10.8208479, -4.7394443
1891117124659167, 0, 0.2427935, -0.0435406, 0.0923478, -0.2763254, 10.8801247, -4.9329918
1891117134622167, 0, 0.2482130, -0.0629957, 0.0742250, -0.2996768, 10.8254883, -5.0729507
1891117144584167, 0, 0.2549684, -0.1395443, 0.0504128, -0.2966830, 10.5407803, -4.5759842
1891117154547167, 0, 0.3194736, -0.1846644, 0.0326405, -0.3682343, 10.4580025, -3.9884560
1891117164509167, 0, 0.4278459, -0.1919732, 0.0349987, -0.5325925, 10.6397246, -3.5860927
1891117174472167, 0, 0.5500549, -0.1819778, 0.0550390, -0.6899153, 10.8703949, -3.3663496
1891117184434167, 0, 0.6714484, -0.0288958, 0.0800006, -0.8765771, 11.3561348, -4.6161008
1891117194397167, 0, 0.4704424, -0.0380435, 0.1127071, -0.9250763, 12.5612787, -8.8454059
1891117204359167, 0, 0.0979585, -0.2023001, 0.1355842, -0.0507445, 12.0920045, -8.1664178
1891117214322125, 0, -0.0582929, 0.0181561, 0.1049512, 0.8940907, 11.3064381, -5.3762201
1891117224284125, 0, -0.0686667, 0.1770770, 0.1230625, 0.9621991, 12.3132445, -5.6782919
1891117234247125, 0, -0.0189966, 0.1033972, 0.1358806, 0.7961943, 12.1701421, -5.1867142
1891117244209125, 0, 0.1092407, -0.0542534, 0.1262738, 0.6828799, 12.1638551, -4.3286984
1891117254172125, 0, 0.3063115, -0.2665366, 0.1394098, 0.4278104, 12.3620430, -4.1294627
1891117264134125, 0, 0.5794762, -0.4720440, 0.1940582, 0.2212399, 12.0117714, -3.0606853
1891117274097125, 0, 0.8893882, -0.5040701, 0.2785176, 0.1127156, 11.4829211, -2.6011409
1891117284059125, 0, 1.0297402, -0.4644425, 0.3513924, 0.2576143, 11.4682516, -4.5116180
1891117294022125, 0, 0.9073366, -0.4718099, 0.3743046, 0.9345067, 10.6608307, -6.3405148
1891117303984125, 0, 0.5877849, -0.4620787, 0.3485244, 1.8492545, 9.6109140, -7.4435710
1891117313947125, 0, 0.2035824, -0.3995517, 0.2701897, 2.5673112, 9.0235355, -7.7010356
1891117323909125, 0, -0.1620528, -0.2668216, 0.1465111, 2.9166847, 8.7778963, -7.2727762
1891117333872125, 0, -0.4709451, -0.0762388, 0.0287805, 2.5774901, 8.6852390, -6.7198260
1891117343834125, 0, -0.7177264, 0.0820251, -0.0201263, 1.5660434, 8.5969226, -6.3720992
1891117353797125, 0, -0.8902165, 0.1559728, 0.0087075, 0.4873865, 8.3684976, -6.0302101
1891117363759125, 0, -0.9734562, 0.1820774, 0.0953385, -0.1683998, 8.3041315, -5.6142252
1891117373722125, 0, -0.9469234, 0.1750839, 0.2056016, -0.4400848, 8.2923061, -4.7910869
1891117383684125, 0, -0.8019233, 0.1411286, 0.3285787, -0.4052074, 8.2282393, -3.8366716
1891117393647125, 0, -0.5893509, 0.0844552, 0.4219108, -0.0796344, 8.2866179, -3.0445189
1891117403609125, 0, -0.3703410, 0.0228459, 0.4442435, 0.4086502, 8.4810635, -2.6102719
1891117413572125, 0, -0.2207782, -0.0341106, 0.3909038, 0.9249266, 8.7265530, -2.5851242
1891117423534125, 0, -0.1464158, -0.0982421, 0.2983233, 1.3251942, 8.8608238, -2.7416986
1891117433497125, 0, -0.1211499, -0.1417513, 0.2172218, 1.4488371, 8.7512517, -2.7744804
1891117443459125, 0, -0.1174832, -0.1101190, 0.1555283, 1.4732364, 8.3937950, -2.5845255
1891117453422125, 0, -0.1176252, -0.0380747, 0.1066189, 1.4054274, 7.8616516, -2.3764581
1891117463384125, 0, -0.1190444, 0.0190389, 0.0737155, 1.1804453, 7.3697745, -2.3772066
1891117473347125, 0, -0.1232061, 0.0144327, 0.0454082, 0.9514215, 7.0362680, -2.5729994
1891117483309125, 0, -0.1305218, -0.0455041, 0.0052211, 0.8017328, 6.8033524, -2.8428882
1891117493272125, 0, -0.1445340, -0.1317293, -0.0494299, 0.7280859, 6.4964905, -3.1504985
1891117503234125, 0, -0.1548223, -0.1840053, -0.0947747, 0.7376660, 6.1108923, -3.2304323
1891117513197125, 0, -0.1591271, -0.1589180, -0.1297857, 0.7328760, 5.6500008, -3.1180161
1891117523159125, 0, -0.1608717, -0.0864108, -0.1477000, 0.5893245, 5.2335667, -3.0511052
1891117533122125, 0, -0.1729883, -0.0446759, -0.1471615, 0.4170328, 4.9482600, -3.1061906
1891117543084125, 0, -0.1710929, -0.0614445, -0.1326073, 0.3388953, 4.7136978, -3.1975008
1891117553047125, 0, -0.1539781, -0.1191123, -0.1178891, 0.3553610, 4.5349695, -3.2018417
1891117563009125, 0, -0.1175626, -0.1992875, -0.1171447, 0.4505630, 4.5214975, -3.1481035
1891117572972125, 0, -0.0765909, -0.2988621, -0.1327453, 0.4348457, 4.8409332, -3.1475047
1891117582934125, 0, -0.0343753, -0.3734223, -0.1438448, 0.2722838, 5.3097583, -3.1787897
1891117592897125, 0, -0.0111810, -0.3711703, -0.1185456, 0.0160167, 5.7245457, -3.2462993
1891117602859125, 0, -0.0174229, -0.3216521, -0.0516094, -0.2392026, 6.1447220, -3.4804124
1891117612822125, 0, -0.0357684, -0.2650466, 0.0470892, -0.4082011, 6.5551685, -3.7188666
1891117622784125, 0, -0.0446543, -0.2588976, 0.1412447, -0.2158511, 7.1443433, -3.9432500
